x_speed,y_speed,speed,contact_time,deformation
-10.392171514676228,-3.4640571715587427,17.320285857793714,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.392171514676228,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.392171514676228,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,18.65451877018003,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,6.928114343117485,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.954310607166278,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,17.320285857793714,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,17.320285857793714,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.392171514676228,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.392171514676228,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.392171514676228,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,17.663295113979057,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,6.928114343117485,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,17.320285857793714,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.392171514676228,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.954310607166278,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.392171514676228,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,17.663295113979057,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.392171514676228,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.954310607166278,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.954310607166278,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,17.663295113979057,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,43.40451195197253,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,35.66465142560237,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.954310607166278,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,17.663295113979057,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.954310607166278,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,14.282673611515055,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.392171514676228,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,10.954310607166278,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,13.85622868623497,0.0055,0.3346279227725745
-10.392171514676228,-3.4640571715587427,17.663295113979057,0.0055,0.3346279227725745
